"Location","String Value","String Representation","Data Type","Label","Is Ascii","Function Name"
"0050f58c","cisupdate hex string must contain an even number of digits
","\"cisupdate hex string must contain an even number of digits\n\"","ds","s_cisupdate_hex_string_must_contai_0050f58c","true",""
"0050f5c8","cisupdate invalid hex digit(s) in %s
","\"cisupdate invalid hex digit(s) in %s\n\"","ds","s_cisupdate_invalid_hex_digit(s)_i_0050f5c8","true",""
"0050f5f0","cisupdate failed to read cis: %d
","\"cisupdate failed to read cis: %d\n\"","ds","s_cisupdate_failed_to_read_cis:_%d_0050f5f0","true",""
"0050f614","cisupdate offset %d plus update len %d exceeds CIS len %d
","\"cisupdate offset %d plus update len %d exceeds CIS len %d\n\"","ds","s_cisupdate_offset_%d_plus_update_l_0050f614","true",""
"0050f650","cisupdate: OTP update incompatible: update[%d](0x%02x)->cis[%d](0x%02x)
","\"cisupdate: OTP update incompatible: update[%d](0x%02x)->cis[%d](0x%02x)\n\"","ds","s_cisupdate:_OTP_update_incompatib_0050f650","true",""
"0050f69c","offset %d data %s cislen %d
","\"offset %d data %s cislen %d\n\"","ds","s_offset_%d_data_%s_cislen_%d_0050f69c","true",""
"0050f6bc","
Byte %3d: ","\"\nByte %3d: \"","ds","s_Byte_%3d:_0050f6bc","true",""
"0050f6c8","0x%02x ","\"0x%02x \"","ds","s_0x%02x_0050f6c8","true",""
"0050f6d0","cisupdate cis write failed: %d
","\"cisupdate cis write failed: %d\n\"","ds","s_cisupdate_cis_write_failed:_%d_0050f6d0","true",""
"0050f6f4","Invalid byte count %d\, must be even
","\"Invalid byte count %d\, must be even\n\"","ds","s_Invalid_byte_count_%d\,_must_be_e_0050f6f4","true",""
"0050f71c","Count %d too large
","\"Count %d too large\n\"","ds","s_Count_%d_too_large_0050f71c","true",""
"0050f730","Failed cisdump request: %d
","\"Failed cisdump request: %d\n\"","ds","s_Failed_cisdump_request:_%d_0050f730","true",""
"0050f74c","Internal OTP","\"Internal OTP\"","ds","s_Internal_OTP_0050f74c","true",""
"0050f75c","Unknown?","\"Unknown?\"","ds","","true",""
"0050f768","External SPROM","\"External SPROM\"","ds","","true",""
"0050f778","Built-in default","\"Built-in default\"","ds","s_Built-in_default_0050f778","true",""
"0050f78c","Source: %d (%s)","\"Source: %d (%s)\"","ds","s_Source:_%d_(%s)_0050f78c","true",""
"0050f79c","
Maximum length: %d bytes","\"\nMaximum length: %d bytes\"","ds","s_Maximum_length:_%d_bytes_0050f79c","true",""
"0050f7bc","Error writing %d bytes to file\, rc %d!
","\"Error writing %d bytes to file\, rc %d!\n\"","ds","s_Error_writing_%d_bytes_to_file\,_r_0050f7bc","true",""
"0050f7e4","Wrote %d bytes to %s
","\"Wrote %d bytes to %s\n\"","ds","s_Wrote_%d_bytes_to_%s_0050f7e4","true",""
"0050f7fc","Problem creating file %s: %s
","\"Problem creating file %s: %s\n\"","ds","s_Problem_creating_file_%s:_%s_0050f7fc","true",""
"0050f81c","Bad value: %s
","\"Bad value: %s\n\"","ds","s_Bad_value:_%s_0050f81c","true",""
"0050f82c","Invalid sromrev %d.
","\"Invalid sromrev %d.\n\"","ds","s_Invalid_sromrev_%d._0050f82c","true",""
"0050f858","productname","\"productname\"","ds","s_productname_0050f858","true",""
"0050f864","manfid","\"manfid\"","ds","s_manfid_0050f864","true",""
"0050f86c","prodid","\"prodid\"","ds","s_prodid_0050f86c","true",""
"0050f874","Argument does not look like a MAC address: %s
","\"Argument does not look like a MAC address: %s\n\"","ds","s_Argument_does_not_look_like_a_MA_0050f874","true",""
"0050f8b4","rxgains5gtrelnabypa0","\"rxgains5gtrelnabypa0\"","ds","s_rxgains5gtrelnabypa0_0050f8b4","true",""
"0050f8cc","rxgains5gtrisoa0","\"rxgains5gtrisoa0\"","ds","s_rxgains5gtrisoa0_0050f8cc","true",""
"0050f8e0","rxgains5gelnagaina0","\"rxgains5gelnagaina0\"","ds","s_rxgains5gelnagaina0_0050f8e0","true",""
"0050f8f4","rxgains2gtrelnabypa0","\"rxgains2gtrelnabypa0\"","ds","s_rxgains2gtrelnabypa0_0050f8f4","true",""
"0050f90c","rxgains2gtrisoa0","\"rxgains2gtrisoa0\"","ds","s_rxgains2gtrisoa0_0050f90c","true",""
"0050f920","rxgains2gelnagaina0","\"rxgains2gelnagaina0\"","ds","s_rxgains2gelnagaina0_0050f920","true",""
"0050f934","rxgains5gtrelnabypa1","\"rxgains5gtrelnabypa1\"","ds","s_rxgains5gtrelnabypa1_0050f934","true",""
"0050f94c","rxgains5gtrisoa1","\"rxgains5gtrisoa1\"","ds","s_rxgains5gtrisoa1_0050f94c","true",""
"0050f960","rxgains5gelnagaina1","\"rxgains5gelnagaina1\"","ds","s_rxgains5gelnagaina1_0050f960","true",""
"0050f974","rxgains2gtrelnabypa1","\"rxgains2gtrelnabypa1\"","ds","s_rxgains2gtrelnabypa1_0050f974","true",""
"0050f98c","rxgains2gtrisoa1","\"rxgains2gtrisoa1\"","ds","s_rxgains2gtrisoa1_0050f98c","true",""
"0050f9a0","rxgains2gelnagaina1","\"rxgains2gelnagaina1\"","ds","s_rxgains2gelnagaina1_0050f9a0","true",""
"0050f9b4","rxgains5gtrelnabypa2","\"rxgains5gtrelnabypa2\"","ds","s_rxgains5gtrelnabypa2_0050f9b4","true",""
"0050f9cc","rxgains5gtrisoa2","\"rxgains5gtrisoa2\"","ds","s_rxgains5gtrisoa2_0050f9cc","true",""
"0050f9e0","rxgains5gelnagaina2","\"rxgains5gelnagaina2\"","ds","s_rxgains5gelnagaina2_0050f9e0","true",""
"0050f9f4","rxgains2gtrelnabypa2","\"rxgains2gtrelnabypa2\"","ds","s_rxgains2gtrelnabypa2_0050f9f4","true",""
"0050fa0c","rxgains2gtrisoa2","\"rxgains2gtrisoa2\"","ds","s_rxgains2gtrisoa2_0050fa0c","true",""
"0050fa20","rxgains2gelnagaina2","\"rxgains2gelnagaina2\"","ds","s_rxgains2gelnagaina2_0050fa20","true",""
"0050fa38","Input array size error!","\"Input array size error!\"","ds","s_Input_array_size_error!_0050fa38","true",""
"0050fa50","sromrev %d buffer size %d bytes:
","\"sromrev %d buffer size %d bytes:\n\"","ds","s_sromrev_%d_buffer_size_%d_bytes:_0050fa50","true",""
"0050fa74","0x%.02x ","\"0x%.02x \"","ds","s_0x%.02x_0050fa74","true",""
"0050faa0","NVRAM","\"NVRAM\"","ds","s_NVRAM_0050faa0","true",""
"0050faa8","Unrecognized source %d
","\"Unrecognized source %d\n\"","ds","s_Unrecognized_source_%d_0050faa8","true",""
"0050fac0","Fail to get sromrev from nvram file!","\"Fail to get sromrev from nvram file!\"","ds","s_Fail_to_get_sromrev_from_nvram_f_0050fac0","true",""
"0050fae8","sromrev","\"sromrev\"","ds","s_sromrev_0050fae8","true",""
"0050faf0","sromrev not defined in nvram file!","\"sromrev not defined in nvram file!\"","ds","s_sromrev_not_defined_in_nvram_fil_0050faf0","true",""
"0050fb14","CIS parse failure!","\"CIS parse failure!\"","ds","s_CIS_parse_failure!_0050fb14","true",""
"0050fb28","cisvar","\"cisvar\"","ds","s_cisvar_0050fb28","true",""
"0050fb30","Bad variable name: %s
","\"Bad variable name: %s\n\"","ds","s_Bad_variable_name:_%s_0050fb30","true",""
"0050fb48","Variable %s does not exist in sromrev %d
","\"Variable %s does not exist in sromrev %d\n\"","ds","s_Variable_%s_does_not_exist_in_sr_0050fb48","true",""
"0050fb74","%s=%s","\"%s=%s\"","ds","s_%s=%s_0050fb74","true",""
"0050fb7c","%s=0x%x","\"%s=0x%x\"","ds","s_%s=0x%x_0050fb7c","true",""
"0050fb84","%s=%d","\"%s=%d\"","ds","s_%s=%d_0050fb84","true",""
"0050fb8c","%s=%u","\"%s=%u\"","ds","s_%s=%u_0050fb8c","true",""
"0050fb94","\,0x%x","\"\,0x%x\"","ds","s_\,0x%x_0050fb94","true",""
"0050fba4","wrvar missing value to write for variable %s
","\"wrvar missing value to write for variable %s\n\"","ds","s_wrvar_missing_value_to_write_for_0050fba4","true",""
"0050fbd4","Bad value: %s for variable %s
","\"Bad value: %s for variable %s\n\"","ds","s_Bad_value:_%s_for_variable_%s_0050fbd4","true",""
"0050fbf4","Error %d writing the srom
","\"Error %d writing the srom\n\"","ds","s_Error_%d_writing_the_srom_0050fbf4","true",""
"0050fc24","inform","\"inform\"","ds","","true",""
"0050fc48","modesw","\"modesw\"","ds","","true",""
"0050fc60","wsec_dump","\"wsec_dump\"","ds","","true",""
"0050fc70","bcntrim","\"bcntrim\"","ds","","true",""
"0050fc7c","apsta","\"apsta\"","ds","s_apsta_0050fc7c","true",""
"0050fcc0","proto","\"proto\"","ds","","true",""
"0050fccc","chanim","\"chanim\"","ds","","true",""
"0050fce4","mchan","\"mchan\"","ds","","true",""
"0050fd30","chanlog","\"chanlog\"","ds","","true",""
"0050fd50","Bits >32 are not supported on this driver version
","\"Bits >32 are not supported on this driver version\n\"","ds","s_Bits_>32_are_not_supported_on_th_0050fd50","true",""
"0050fd84","0x%x%08x","\"0x%x%08x\"","ds","s_0x%x%08x_0050fd84","true",""
"0050fd90","Msg bits >32 take only numerical input in hex
","\"Msg bits >32 take only numerical input in hex\n\"","ds","s_Msg_bits_>32_take_only_numerical_0050fd90","true",""
"0050fdc0","Invalid entry for msglevel
","\"Invalid entry for msglevel\n\"","ds","s_Invalid_entry_for_msglevel_0050fdc0","true",""
"0050fddc","
0x%x00000000 %s","\"\n0x%x00000000 %s\"","ds","s_0x%x00000000_%s_0050fddc","true",""
"0050fdf4","thermal","\"thermal\"","ds","","true",""
"0050fe34","wl_ratespec2rate","\"wl_ratespec2rate\"","ds","s_wl_ratespec2rate_0050fe34","true",""
"0050fe48","%s: MCS %u out of range (>32) in ratespec 0x%X
","\"%s: MCS %u out of range (>32) in ratespec 0x%X\n\"","ds","s_%s:_MCS_%u_out_of_range_(>32)_in_0050fe48","true",""
"0050fe78","%s: expected rate encoding in ratespec 0x%X
","\"%s: expected rate encoding in ratespec 0x%X\n\"","ds","s_%s:_expected_rate_encoding_in_ra_0050fe78","true",""
"0050feb4","%d%s Mbps","\"%d%s Mbps\"","ds","s_%d%s_Mbps_0050feb4","true",""
"0050fec0","fixed mcs only","\"fixed mcs only\"","ds","s_fixed_mcs_only_0050fec0","true",""
"0050fed0","fixed","\"fixed\"","ds","s_fixed_0050fed0","true",""
"0050fed8"," stbc","\" stbc\"","ds","s_stbc_0050fed8","true",""
"0050fee0"," ldpc","\" ldpc\"","ds","s_ldpc_0050fee0","true",""
"0050fef0"," txbf","\" txbf\"","ds","s_txbf_0050fef0","true",""
"0050ff10","bw160","\"bw160\"","ds","s_bw160_0050ff10","true",""
"0050ff18","legacy rate %d%s Mbps stf mode %d %s
","\"legacy rate %d%s Mbps stf mode %d %s\n\"","ds","s_legacy_rate_%d%s_Mbps_stf_mode_%_0050ff18","true",""
"0050ff40","mcs index %d stf mode %d %s
","\"mcs index %d stf mode %d %s\n\"","ds","s_mcs_index_%d_stf_mode_%d_%s_0050ff40","true",""
"0050ff60","vht mcs %d Nss %d Tx Exp %d %s%s%s%s%s %s
","\"vht mcs %d Nss %d Tx Exp %d %s%s%s%s%s %s\n\"","ds","s_vht_mcs_%d_Nss_%d_Tx_Exp_%d_%s%s_0050ff60","true",""
"0050ffa0","rate %d%s Mbps Tx Exp %d","\"rate %d%s Mbps Tx Exp %d\"","ds","s_rate_%d%s_Mbps_Tx_Exp_%d_0050ffa0","true",""
"0050ffbc","ht mcs %d Tx Exp %d BW %s%s%s%s%s","\"ht mcs %d Tx Exp %d BW %s%s%s%s%s\"","ds","s_ht_mcs_%d_Tx_Exp_%d_BW_%s%s%s%s%_0050ffbc","true",""
"0050ffe0","vht mcs %d Nss %d Tx Exp %d BW %s%s%s%s%s","\"vht mcs %d Nss %d Tx Exp %d BW %s%s%s%s%s\"","ds","s_vht_mcs_%d_Nss_%d_Tx_Exp_%d_BW_%_0050ffe0","true",""
"0051000c","<unknown encoding for ratespec 0x%08X>","\"<unknown encoding for ratespec 0x%08X>\"","ds","s_<unknown_encoding_for_ratespec_0_0051000c","true",""
"00510034","wl_rate_mrate","\"wl_rate_mrate\"","ds","s_wl_rate_mrate_00510034","true",""
"00510044","5g_%s","\"5g_%s\"","ds","s_5g_%s_00510044","true",""
"0051004c","2g_%s","\"2g_%s\"","ds","s_2g_%s_0051004c","true",""
"0051005c","%s: driver band must be locked to %s %s\, use %s/%s instead
","\"%s: driver band must be locked to %s %s\, use %s/%s instead\n\"","ds","s_%s:_driver_band_must_be_locked_t_0051005c","true",""
"00510098","wl_rate","\"wl_rate\"","ds","s_wl_rate_00510098","true",""
"005100a0","cmd %s not supported in this version of the driver\, ioctl version 1.
","\"cmd %s not supported in this version of the driver\, ioctl version 1.\n\"","ds","s_cmd_%s_not_supported_in_this_ver_005100a0","true",""
"005100e8","%s: malloc failure for rate string buffer.
","\"%s: malloc failure for rate string buffer.\n\"","ds","s_%s:_malloc_failure_for_rate_stri_005100e8","true",""
"00510114","%s: malloc failure for option_name buffer.
","\"%s: malloc failure for option_name buffer.\n\"","ds","s_%s:_malloc_failure_for_option_na_00510114","true",""
"00510144","%s: cannot mix positional args and options. Got positional arg \"%s\" after options.
","\"%s: cannot mix positional args and options. Got positional arg \\"%s\\" after options.\n\"","ds","s_%s:_cannot_mix_positional_args_a_00510144","true",""
"00510198","%s: unexpected parameter \"%s\" after rate value.
","\"%s: unexpected parameter \\"%s\\" after rate value.\n\"","ds","s_%s:_unexpected_parameter_\"%s\"_af_00510198","true",""
"005101d4","%s: expected a value for %s option
","\"%s: expected a value for %s option\n\"","ds","s_%s:_expected_a_value_for_%s_opti_005101d4","true",""
"005101f8","%s: could not parse \"%s\" as a value for %s option
","\"%s: could not parse \\"%s\\" as a value for %s option\n\"","ds","s_%s:_could_not_parse_\"%s\"_as_a_va_005101f8","true",""
"00510234","%s: expected a value start with c for %s option
","\"%s: expected a value start with c for %s option\n\"","ds","s_%s:_expected_a_value_start_with_c_00510234","true",""
"00510270","%s: tx expansion %d out of range [0-3]
","\"%s: tx expansion %d out of range [0-3]\n\"","ds","s_%s:_tx_expansion_%d_out_of_range_00510270","true",""
"005102a0","%s: unexpected a value for %s option
","\"%s: unexpected a value for %s option\n\"","ds","s_%s:_unexpected_a_value_for_%s_op_005102a0","true",""
"005102d4","bandwidth","\"bandwidth\"","ds","s_bandwidth_005102d4","true",""
"005102e0","%s: unexpected bandwidth specified \"%s\"\, expected 20\, 40\, 80\, or 160
","\"%s: unexpected bandwidth specified \\"%s\\"\, expected 20\, 40\, 80\, or 160\n\"","ds","s_%s:_unexpected_bandwidth_specifi_005102e0","true",""
"00510328","%s: must specify one of \"auto\"\, legacy rate -r/--rate\, HT (11n) rate -h/--ht\, or VHT (11ac) rate -v/--vht
","\"%s: must specify one of \\"auto\\"\, legacy rate -r/--rate\, HT (11n) rate -h/--ht\, or VHT (11ac) rate -v/--vht\n\"","ds","s_%s:_must_specify_one_of_\"auto\"\,_l_00510328","true",""
"00510394","%s: cannot use legacy rate -r/--rate and HT rate -h/--ht at the same time
","\"%s: cannot use legacy rate -r/--rate and HT rate -h/--ht at the same time\n\"","ds","s_%s:_cannot_use_legacy_rate_-r/--_00510394","true",""
"005103e0","%s: cannot use legacy rate -r/--rate and HT rate -v/--vht at the same time
","\"%s: cannot use legacy rate -r/--rate and HT rate -v/--vht at the same time\n\"","ds","s_%s:_cannot_use_legacy_rate_-r/--_005103e0","true",""
"0051042c","%s: cannot use HT rate -h/--ht and HT rate -v/--vht at the same time
","\"%s: cannot use HT rate -h/--ht and HT rate -v/--vht at the same time\n\"","ds","s_%s:_cannot_use_HT_rate_-h/--ht_a_0051042c","true",""
"00510474","%s: cannot use -s/--ss option with non VHT rate
","\"%s: cannot use -s/--ss option with non VHT rate\n\"","ds","s_%s:_cannot_use_-s/--ss_option_wi_00510474","true",""
"005104a8","%s: cannot use STBC/LDPC/SGI options with non HT/VHT rates
","\"%s: cannot use STBC/LDPC/SGI options with non HT/VHT rates\n\"","ds","s_%s:_cannot_use_STBC/LDPC/SGI_opt_005104a8","true",""
"005104e4","mbss16","\"mbss16\"","ds","s_mbss16_005104e4","true",""
"005104ec","mbss4","\"mbss4\"","ds","s_mbss4_005104ec","true",""
"005104f4","wl_nrate","\"wl_nrate\"","ds","s_wl_nrate_005104f4","true",""
"00510504","%s: could not parse \"%s\" as a rate value
","\"%s: could not parse \\"%s\\" as a rate value\n\"","ds","s_%s:_could_not_parse_\"%s\"_as_a_ra_00510504","true",""
"00510530","%s: cannot use -r and -m
","\"%s: cannot use -r and -m\n\"","ds","s_%s:_cannot_use_-r_and_-m_00510530","true",""
"0051054c","%s: could not parse \"%s\" as an int for mcs
","\"%s: could not parse \\"%s\\" as an int for mcs\n\"","ds","s_%s:_could_not_parse_\"%s\"_as_an_i_0051054c","true",""
"00510578","%s: could not parse \"%s\" as an int for stf mode
","\"%s: could not parse \\"%s\\" as an int for stf mode\n\"","ds","s_%s:_could_not_parse_\"%s\"_as_an_i_00510578","true",""
"005105ac","%s: can use -w only with -m
","\"%s: can use -w only with -m\n\"","ds","s_%s:_can_use_-w_only_with_-m_005105ac","true",""
"005105cc","%s: you need to set a legacy or mcs rate
","\"%s: you need to set a legacy or mcs rate\n\"","ds","s_%s:_you_need_to_set_a_legacy_or_m_005105cc","true",""
"005105f8","Assoc req:","\"Assoc req:\"","ds","s_Assoc_req:_005105f8","true",""
"00510604","	len 0x%x
","\"\tlen 0x%x\n\"","ds","s_len_0x%x_00510604","true",""
"00510610","	capab  0x%x
","\"\tcapab  0x%x\n\"","ds","s_capab_0x%x_00510610","true",""
"00510620","	listen 0x%x
","\"\tlisten 0x%x\n\"","ds","s_listen_0x%x_00510620","true",""
"00510630","	reassoc bssid %s
","\"\treassoc bssid %s\n\"","ds","s_reassoc_bssid_%s_00510630","true",""
"00510644","assoc_req_ies","\"assoc_req_ies\"","ds","s_assoc_req_ies_00510644","true",""
"00510654","assoc req IEs:
	","\"assoc req IEs:\n\t\"","ds","s_assoc_req_IEs:_00510654","true",""
"0051066c","
Assoc resp:","\"\nAssoc resp:\"","ds","s_Assoc_resp:_0051066c","true",""
"0051067c","	status 0x%x
","\"\tstatus 0x%x\n\"","ds","s_status_0x%x_0051067c","true",""
"0051068c","	aid    0x%x
","\"\taid    0x%x\n\"","ds","s_aid_0x%x_0051068c","true",""
"0051069c","assoc_resp_ies","\"assoc_resp_ies\"","ds","s_assoc_resp_ies_0051069c","true",""
"005106ac","assoc resp IEs:
	","\"assoc resp IEs:\n\t\"","ds","s_assoc_resp_IEs:_005106ac","true",""
"005106c0"," 0x%02x ","\" 0x%02x \"","ds","s_0x%02x_005106c0","true",""
"005106cc","Tag:%d Len:%d - ","\"Tag:%d Len:%d - \"","ds","s_Tag:%d_Len:%d_-_005106cc","true",""
"005106e0","SSID: '%s'
","\"SSID: '%s'\n\"","ds","s_SSID:_'%s'_005106e0","true",""
"005106ec","FH Parameter Set","\"FH Parameter Set\"","ds","s_FH_Parameter_Set_005106ec","true",""
"00510700","DS Parameter Set","\"DS Parameter Set\"","ds","s_DS_Parameter_Set_00510700","true",""
"00510714","CF Parameter Set","\"CF Parameter Set\"","ds","s_CF_Parameter_Set_00510714","true",""
"00510728","Supported Rates","\"Supported Rates\"","ds","s_Supported_Rates_00510728","true",""
"00510738","Traffic Indication Map (TIM)","\"Traffic Indication Map (TIM)\"","ds","s_Traffic_Indication_Map_(TIM)_00510738","true",""
"00510758","IBSS Parameter Set","\"IBSS Parameter Set\"","ds","s_IBSS_Parameter_Set_00510758","true",""
"0051076c","Country '%c%c%c'
","\"Country '%c%c%c'\n\"","ds","s_Country_'%c%c%c'_0051076c","true",""
"00510780","Start Channel: %d\, Channels: %d\, Max TX Power: %d dBm
","\"Start Channel: %d\, Channels: %d\, Max TX Power: %d dBm\n\"","ds","s_Start_Channel:_%d\,_Channels:_%d\,_00510780","true",""
"005107b8","Hopping Pattern Parameters","\"Hopping Pattern Parameters\"","ds","s_Hopping_Pattern_Parameters_005107b8","true",""
"005107d4","Hopping Pattern Table","\"Hopping Pattern Table\"","ds","s_Hopping_Pattern_Table_005107d4","true",""
"005107ec","Request","\"Request\"","ds","s_Request_005107ec","true",""
"005107f4","QBSS Load","\"QBSS Load\"","ds","s_QBSS_Load_005107f4","true",""
"00510800","EDCA Parameter","\"EDCA Parameter\"","ds","s_EDCA_Parameter_00510800","true",""
"00510810","Challenge text","\"Challenge text\"","ds","s_Challenge_text_00510810","true",""
"00510820","Power Constraint","\"Power Constraint\"","ds","s_Power_Constraint_00510820","true",""
"00510834","Power Capability","\"Power Capability\"","ds","s_Power_Capability_00510834","true",""
"00510848","Transmit Power Control (TPC) Request","\"Transmit Power Control (TPC) Request\"","ds","s_Transmit_Power_Control_(TPC)_Req_00510848","true",""
"00510870","Transmit Power Control (TPC) Report","\"Transmit Power Control (TPC) Report\"","ds","s_Transmit_Power_Control_(TPC)_Rep_00510870","true",""
"00510894","Supported Channels","\"Supported Channels\"","ds","s_Supported_Channels_00510894","true",""
"005108a8","Channel Switch Announcement","\"Channel Switch Announcement\"","ds","s_Channel_Switch_Announcement_005108a8","true",""
"005108c4","Measurement Request","\"Measurement Request\"","ds","s_Measurement_Request_005108c4","true",""
"005108d8","Measurement Report","\"Measurement Report\"","ds","s_Measurement_Report_005108d8","true",""
"005108ec","Quiet","\"Quiet\"","ds","s_Quiet_005108ec","true",""
"005108f4","IBSS DFS","\"IBSS DFS\"","ds","s_IBSS_DFS_005108f4","true",""
"00510900","ERP Information","\"ERP Information\"","ds","s_ERP_Information_00510900","true",""
"00510910","TS Delay","\"TS Delay\"","ds","s_TS_Delay_00510910","true",""
"0051091c","HT Capabilities","\"HT Capabilities\"","ds","s_HT_Capabilities_0051091c","true",""
"0051092c","QoS Capability","\"QoS Capability\"","ds","s_QoS_Capability_0051092c","true",""
"0051093c","NON-ERP","\"NON-ERP\"","ds","s_NON-ERP_0051093c","true",""
"00510948","Extended Supported Rates","\"Extended Supported Rates\"","ds","s_Extended_Supported_Rates_00510948","true",""
